info @storybook/react v6.4.0
info 
info => Cleaning outputDir: C:\\Users\\mark\\AppData\\Local\\Temp\\chromatic--58512-d9QU5v4gBxJZ
info => Loading presets
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules\react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core-server\node_modules\@storybook\core-client\dist\esm\globals\polyfills.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core-server\node_modules\@storybook\core-client\dist\esm\globals\globals.js C:\Users\mark\Desktop\sandbox\taskbox\storybook-init-framework-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\common\config.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\config.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\react\dist\esm\client\preview\config-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-links\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preset\addArgs.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addParameter.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-measure\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-outline\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-interactions\dist\esm\preset\argsEnhancers.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\.storybook\preview.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 29% building 165/185 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\utils\batch.js
<s> [webpack.Progress] 29% building 165/186 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\utils\reactBatchedUpdates.js
<s> [webpack.Progress] 29% building 165/187 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\react\dist\esm\client\preview\globals.js
<s> [webpack.Progress] 29% building 165/188 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\to-primitive.js
<s> [webpack.Progress] 29% building 166/188 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\to-primitive.js
<s> [webpack.Progress] 29% building 166/189 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\ie8-dom-define.js
<s> [webpack.Progress] 30% building 167/189 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\ie8-dom-define.js
<s> [webpack.Progress] 30% building 168/189 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\ie8-dom-define.js
<s> [webpack.Progress] 30% building 169/189 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\ie8-dom-define.js
<s> [webpack.Progress] 30% building 170/189 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\ie8-dom-define.js
<s> [webpack.Progress] 30% building 170/190 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\create-non-enumerable-property.js
<s> [webpack.Progress] 30% building 170/191 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\array-for-each.js
<s> [webpack.Progress] 30% building 170/192 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\array-method-is-strict.js
<s> [webpack.Progress] 30% building 171/192 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\array-method-is-strict.js
<s> [webpack.Progress] 30% building 172/192 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\array-method-is-strict.js
<s> [webpack.Progress] 30% building 172/193 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 30% building 173/193 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 30% building 174/193 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 175/193 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 176/193 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 177/193 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 178/193 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 179/193 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 180/193 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 181/193 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 182/193 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 183/193 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\dom-iterables.js
<s> [webpack.Progress] 31% building 183/194 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\StoryStoreFacade.js
<s> [webpack.Progress] 32% building 184/194 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\StoryStoreFacade.js
<s> [webpack.Progress] 32% building 185/194 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\StoryStoreFacade.js
<s> [webpack.Progress] 32% building 186/194 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\StoryStoreFacade.js
<s> [webpack.Progress] 32% building 187/194 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\StoryStoreFacade.js
<s> [webpack.Progress] 32% building 188/194 modules 6 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\StoryStoreFacade.js
<s> [webpack.Progress] 32% building 188/195 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\airbnb-js-shims\target\es2015.js
<s> [webpack.Progress] 32% building 189/195 modules 6 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\airbnb-js-shims\target\es2015.js
<s> [webpack.Progress] 32% building 189/196 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\csf\dist\index.js
<s> [webpack.Progress] 32% building 189/197 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\index.js
<s> [webpack.Progress] 32% building 189/198 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-dom\cjs\react-dom.production.min.js
<s> [webpack.Progress] 32% building 190/198 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-dom\cjs\react-dom.production.min.js
<s> [webpack.Progress] 32% building 191/198 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-dom\cjs\react-dom.production.min.js
<s> [webpack.Progress] 33% building 192/198 modules 6 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-dom\cjs\react-dom.production.min.js
<s> [webpack.Progress] 33% building 192/199 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\engine-user-agent.js
<s> [webpack.Progress] 33% building 192/200 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\use-symbol-as-uid.js
<s> [webpack.Progress] 33% building 193/200 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\use-symbol-as-uid.js
<s> [webpack.Progress] 33% building 193/201 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\store\dist\esm\StoryStore.js
<s> [webpack.Progress] 33% building 194/201 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\store\dist\esm\StoryStore.js
<s> [webpack.Progress] 33% building 194/202 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\models\ActionDisplay.js
<s> [webpack.Progress] 33% building 194/203 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preview\action.js
<s> [webpack.Progress] 33% building 194/204 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\constants.js
<s> [webpack.Progress] 33% building 194/205 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\correct-prototype-getter.js
<s> [webpack.Progress] 33% building 194/206 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\DocsContext.js
<s> [webpack.Progress] 33% building 195/206 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\DocsContext.js
<s> [webpack.Progress] 33% building 196/206 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\DocsContext.js
<s> [webpack.Progress] 33% building 197/206 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\DocsContext.js
<s> [webpack.Progress] 33% building 197/207 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\lib\captions.js
<s> [webpack.Progress] 33% building 198/207 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\lib\captions.js
<s> [webpack.Progress] 33% building 198/208 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\lib\componentTypes.js
<s> [webpack.Progress] 33% building 198/209 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\lib\generateCode.js
<s> [webpack.Progress] 33% building 198/210 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\lib\isHtmlTag.js
<s> [webpack.Progress] 33% building 198/211 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\to-object.js
<s> [webpack.Progress] 33% building 198/212 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\classof-raw.js
<s> [webpack.Progress] 33% building 198/213 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\object-property-is-enumerable.js
<s> [webpack.Progress] 33% building 198/214 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\object-get-own-property-symbols.js
<s> [webpack.Progress] 33% building 198/215 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\object-keys.js
<s> [webpack.Progress] 33% building 198/216 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\is-object.js
<s> [webpack.Progress] 33% building 198/217 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\useStory.js
<s> [webpack.Progress] 33% building 198/218 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\Heading.js
<s> [webpack.Progress] 33% building 199/218 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\Heading.js
<s> [webpack.Progress] 34% building 200/218 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\Heading.js
<s> [webpack.Progress] 34% building 200/219 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\index.js
<s> [webpack.Progress] 34% building 200/220 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\DocsStory.js
<s> [webpack.Progress] 34% building 201/220 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\DocsStory.js
<s> [webpack.Progress] 34% building 201/221 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\createPropDef.js
<s> [webpack.Progress] 34% building 202/221 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\createPropDef.js
<s> [webpack.Progress] 34% building 203/221 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\createPropDef.js
<s> [webpack.Progress] 34% building 204/221 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\createPropDef.js
<s> [webpack.Progress] 34% building 205/221 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\createPropDef.js
<s> [webpack.Progress] 34% building 206/221 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\createPropDef.js
<s> [webpack.Progress] 34% building 206/222 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\utils\shallowEqual.js
<s> [webpack.Progress] 34% building 206/223 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\shared.js
<s> [webpack.Progress] 34% building 206/224 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 34% building 207/224 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 34% building 208/224 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 35% building 209/224 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 35% building 210/224 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 35% building 211/224 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 35% building 212/224 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 35% building 213/224 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 35% building 214/224 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 35% building 215/224 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\arrayLikeToArray.js
<s> [webpack.Progress] 35% building 215/225 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\native-weak-map.js
<s> [webpack.Progress] 35% building 215/226 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es5-shim\es5-sham.js
<s> [webpack.Progress] 35% building 216/226 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es5-shim\es5-sham.js
<s> [webpack.Progress] 35% building 216/227 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\a-function.js
<s> [webpack.Progress] 36% building 217/227 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\a-function.js
<s> [webpack.Progress] 36% building 218/227 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\a-function.js
<s> [webpack.Progress] 36% building 219/227 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\a-function.js
<s> [webpack.Progress] 36% building 220/227 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\a-function.js
<s> [webpack.Progress] 36% building 220/228 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\add-to-unscopables.js
<s> [webpack.Progress] 36% building 220/229 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\components\Provider.js
<s> [webpack.Progress] 36% building 220/230 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\components\Context.js
<s> [webpack.Progress] 36% building 220/231 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\components\connectAdvanced.js
<s> [webpack.Progress] 36% building 220/232 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\collection-weak.js
<s> [webpack.Progress] 36% building 220/233 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\collection.js
<s> [webpack.Progress] 36% building 220/234 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\internal-metadata.js
<s> [webpack.Progress] 36% building 220/235 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\hooks\useStore.js
<s> [webpack.Progress] 36% building 220/236 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\hooks\useSelector.js
<s> [webpack.Progress] 36% building 220/237 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\hooks\useDispatch.js
<s> [webpack.Progress] 36% building 221/237 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\hooks\useDispatch.js
<s> [webpack.Progress] 36% building 221/238 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\connect.js
<s> [webpack.Progress] 36% building 221/239 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.object.keys.js
<s> [webpack.Progress] 36% building 221/240 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.string.starts-with.js
<s> [webpack.Progress] 36% building 221/241 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.object.get-own-property-descriptor.js
<s> [webpack.Progress] 36% building 221/242 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.object.get-own-property-descriptors.js
<s> [webpack.Progress] 36% building 221/243 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\document-create-element.js
<s> [webpack.Progress] 36% building 221/244 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\object-assign\index.js
<s> [webpack.Progress] 36% building 221/245 modules 24 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@reduxjs\toolkit\node_modules\immer\dist\immer.esm.js
<s> [webpack.Progress] 36% building 221/246 modules 25 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.object.values.js
<s> [webpack.Progress] 36% building 221/247 modules 26 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.set.js
<s> [webpack.Progress] 36% building 221/248 modules 27 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\create-property-descriptor.js
<s> [webpack.Progress] 36% building 221/249 modules 28 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\es5-shim\es5-shim.js
<s> [webpack.Progress] 36% building 221/250 modules 29 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\redefine-all.js
<s> [webpack.Progress] 36% building 221/251 modules 30 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\hidden-keys.js
<s> [webpack.Progress] 36% building 222/251 modules 29 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\hidden-keys.js
<s> [webpack.Progress] 36% building 223/251 modules 28 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\hidden-keys.js
<s> [webpack.Progress] 36% building 223/252 modules 29 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\shared-key.js
<s> [webpack.Progress] 36% building 224/252 modules 28 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\shared-key.js
<s> [webpack.Progress] 36% building 224/253 modules 29 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 37% building 225/253 modules 28 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 37% building 226/253 modules 27 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 37% building 227/253 modules 26 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 37% building 228/253 modules 25 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 37% building 229/253 modules 24 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 37% building 230/253 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 37% building 231/253 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 37% building 232/253 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 37% building 233/253 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 38% building 234/253 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\node_modules\ts-dedent\esm\index.js
<s> [webpack.Progress] 38% building 234/254 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 38% building 235/254 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 38% building 236/254 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 38% building 237/254 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 38% building 238/254 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 38% building 239/254 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 38% building 240/254 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 38% building 241/254 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 39% building 242/254 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 39% building 243/254 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\es\symbol\index.js
<s> [webpack.Progress] 39% building 243/255 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\stringify.js
<s> [webpack.Progress] 39% building 244/255 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\stringify.js
<s> [webpack.Progress] 39% building 245/255 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\stringify.js
<s> [webpack.Progress] 39% building 246/255 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\stringify.js
<s> [webpack.Progress] 39% building 247/255 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\stringify.js
<s> [webpack.Progress] 39% building 248/255 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\stringify.js
<s> [webpack.Progress] 39% building 249/255 modules 6 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\stringify.js
<s> [webpack.Progress] 39% building 249/256 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\parse.js
<s> [webpack.Progress] 39% building 249/257 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\formats.js
<s> [webpack.Progress] 40% building 250/257 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\formats.js
<s> [webpack.Progress] 40% building 251/257 modules 6 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\qs\lib\formats.js
<s> [webpack.Progress] 40% building 251/258 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\get-built-in.js
<s> [webpack.Progress] 40% building 251/259 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\native-symbol.js
<s> [webpack.Progress] 40% building 252/259 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\native-symbol.js
<s> [webpack.Progress] 40% building 252/260 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\csf\dist\story.js
<s> [webpack.Progress] 40% building 252/261 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\airbnb-js-shims\target\es2016.js
